CHEM_ID,BIOCHEMICAL NAME,RI,MASS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMSPIDER,KEGG,HMDB,PUBCHEM,COMP_ID,CAS,PLATFORM
806,dimethylglycine,1104,104.07061,Amino Acid,"Glycine, Serine and Threonine Metabolism",5,FFDGPVCHZBVARC-UHFFFAOYAX,CN(C)CC(O)=O,653,C01026,HMDB00092,673,5086,1118-68-9,LC/MS Pos Early
811,alanine,1700,90.05496,Amino Acid,Alanine and Aspartate Metabolism,28,QNAYBMKLOCPYGJ-REOHCLBHBS,O=C(O)[C@@H](N)C,5735,C00041,HMDB00161,5950,1126,56-41-7,LC/MS Pos Early
815,tyrosine,2430,182.08117,Amino Acid,Tyrosine Metabolism,156,OUYCCCASQSFEME-QMMMGPOBBZ,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,5833,C00082,HMDB00158,6057,1299,60-18-4,LC/MS Pos Early
821,pseudouridine,1100,243.06226,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4085,HZIOZCLEXIYJAD-JWMKEVCDBU,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H],21403010,C02067,HMDB00767,15047,33442,1445-07-4,LC/MS Neg
823,pyruvate,1083,87.00877,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1180,LCTONWCANYUPML-REWHXWOFAD,CC(C(O)=O)=O,96901,C00022,HMDB00243,1060,48990,127-17-3,LC/MS Polar
825,uracil,1089.7,111.02,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4084,ISAKRJDGNUQOIC-UHFFFAOYAV,O=C(NC=C1)NC1=O,1141,C00106,HMDB00300,1174,605,66-22-8,LC/MS Polar
826,xylose,1727,195.05103,Carbohydrate,Pentose Metabolism,1208,PYMYPHUHKUWMLA-WISUUJSJBP,O=C[C@@H]([C@H]([C@@H](CO)O)O)O,85957,C00181,HMDB00098,135191,15581,609-06-3,LC/MS Polar
827,cytidine,2124,244.0928,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4114,UHDGCWIWMRVCDJ-XVFCMESIBD,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O,5940,C00475,HMDB00089,6175,514,65-46-3,LC/MS Pos Early
828,arabinose,1804.5,195.05103,Carbohydrate,Pentose Metabolism,1210,PYMYPHUHKUWMLA-WDCZJNDABW,O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O,59687,C00216,HMDB00646,66308,575,28697-53-2,LC/MS Polar
848,cotinine,2213,177.10224,Xenobiotics,Tobacco Metabolite,4450,UIKROCXWUNQSPJ-VIFPVBQEBC,O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C,746405,,HMDB01046,854019,553,486-56-6,LC/MS Pos Early
849,caffeine,2106,195.08766,Xenobiotics,Xanthine Metabolism,4430,RYYVLZVUVIJVGH-UHFFFAOYAW,O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O,2424,C07481,HMDB01847,2519,569,58-08-2,LC/MS Pos Early
878,fructose,2065,225.06159,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1284,BJHIKXHVCXFQLS-UYFOZJQFBH,OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,5764,C00095,HMDB00660,5984,48195,57-48-7,LC/MS Polar
880,adenine,2221,136.06178,Nucleotide,"Purine Metabolism, Adenine containing",4012,GFFGJBXGBJISGV-UHFFFAOYAT,NC1=NC=NC2=C1N=CN2,185,C00147,HMDB00034,190,554,73-24-5,LC/MS Pos Early
882,thymine,1654,125.03565,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4138,RWQNBRDOKXIBIV-UHFFFAOYAL,O=C1C(C)=CNC(N1)=O,1103,C00178,HMDB00262,1135,604,65-71-4,LC/MS Neg
888,caprate (10:0),5090.7,171.13905,Lipid,Medium Chain Fatty Acid,1426,GHVNFZFCNZKVNT-UHFFFAOYAC,CCCCCCCCCC(O)=O,2863,C01571,HMDB00511,2969,1642,334-48-5,LC/MS Neg
891,margarate (17:0),5731,269.2486,Lipid,Long Chain Saturated Fatty Acid,1444,KEMQGTRYUADPNZ-UHFFFAOYAT,O=C(O)CCCCCCCCCCCCCCCC,10033,,HMDB02259,10465,1121,506-12-7,LC/MS Neg
892,nonadecanoate (19:0),6068,297.2799,Lipid,Long Chain Saturated Fatty Acid,1448,ISYWECDDZWTKFF-UHFFFAOYAR,CCCCCCCCCCCCCCCCCCC(O)=O,12071,C16535,HMDB00772,12591,1356,646-30-0,LC/MS Neg
893,arachidate (20:0),6240,311.29555,Lipid,Long Chain Saturated Fatty Acid,1449,VKOBVWXKNCXXDE-UHFFFAOYAB,CCCCCCCCCCCCCCCCCCCC(O)=O,10035,C06425,HMDB02212,10467,1118,506-30-9,LC/MS Neg
913,maltose,3329.4,387.11442,Carbohydrate,Glycogen Metabolism,1237,GUBGYTABKSRVRQ-ASMJPISFBF,O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O,388469,C00208,HMDB00163,10991489,15586,6363-53-7,LC/MS Polar
917,asparagine,1225,133.06077,Amino Acid,Alanine and Aspartate Metabolism,39,DCXYFEDJOCDNAF-REOHCLBHBD,NC(C[C@H](N)C(O)=O)=O,6031,C00152,HMDB00168,6267,512,70-47-3,LC/MS Pos Early
923,dihydroorotate,1910,157.02548,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4070,UFIVEPVSAGBUSI-UHFFFAOYAI,O=C(C(NC1=O)CC(N1)=O)O,628,C00337,HMDB03349,648,601,155-54-4,LC/MS Polar
925,heptanoate (7:0),3670,129.0921,Lipid,Medium Chain Fatty Acid,1422,MNWFXJYAOYHMED-UHFFFAOYAP,CCCCCCC(O)=O,7803,C17714,HMDB00666,8094,1644,111-14-8,LC/MS Neg
926,caproate (6:0),2713.7,115.07645,Lipid,Medium Chain Fatty Acid,1421,FUZZWVXGSFPDMH-UHFFFAOYAY,CCCCCC(O)=O,8552,C01585,HMDB00535,8892,32489,142-62-1,LC/MS Neg
932,caprylate (8:0),4362,143.10775,Lipid,Medium Chain Fatty Acid,1423,WWZKQHOCKIZLMA-UHFFFAOYAH,CCCCCCCC(O)=O,370,C06423,HMDB00482,379,32492,124-07-2,LC/MS Neg
935,sucrose,3092,387.11442,Carbohydrate,Disaccharides and Oligosaccharides,1263,CZMRCDWAGMRECN-UGDNZRGBBE,OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,5768,C00089,HMDB00258,5988,1519,57-50-1,LC/MS Polar
936,pyridoxine (Vitamin B6),1657,168.06661,Cofactors and Vitamins,Vitamin B6 Metabolism,4299,LXNHXLLTXMVWPM-UHFFFAOYAQ,OC1=C(C)N=CC(CO)=C1CO,1025,C00314,HMDB02075,1054,608,58-56-0,LC/MS Neg
980,pentadecanoate (15:0),5521,241.2173,Lipid,Long Chain Saturated Fatty Acid,1441,WQEPLUUGTLDZJY-UHFFFAOYAK,O=C(O)CCCCCCCCCCCCCC,13249,C16537,HMDB00826,13849,1361,1002-84-2;10002-84-2,LC/MS Neg
1001,trans-4-hydroxyproline,1064,132.06552,Amino Acid,Urea cycle; Arginine and Proline Metabolism,468,PMMYEEVYMWASQN-DMTCNVIQBF,O[C@@H]1C[C@@H](C(O)=O)NC1,5605,C01157,HMDB00725,5810,32306,51-35-4,LC/MS Pos Early
1002,allantoin,1672,157.03671,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3998,POJWUDADGALRAB-UHFFFAOYAE,O=C(N1)C(NC(N)=O)NC1=O,199,C02350,HMDB00462,204,1107,97-59-6,LC/MS Polar
1004,xanthine,2023,151.02615,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3987,LRFVTYWOQMYALW-UHFFFAOYAT,O=C(N1)C(N=CN2)=C2NC1=O,1151,C00385,HMDB00292,1188,3147,69-89-6,LC/MS Polar
1021,5-oxoproline,738.5,128.03531,Amino Acid,Glutathione Metabolism,534,ODHCTXKNWHHXJC-VKHMYHEABY,O=C1CC[C@@H]([C@@](O)=O)N1,7127,C01879,HMDB00267,7405,1494,98-79-3,LC/MS Neg
1022,picolinate,910,124.03931,Amino Acid,Tryptophan Metabolism,267,SIOXPEMLGUPBBT-UHFFFAOYAC,O=C(O)C1=NC=CC=C1,993,C10164,HMDB02243,1018,1512,98-98-6,LC/MS Pos Early
1023,sarcosine,1280,90.05496,Amino Acid,"Glycine, Serine and Threonine Metabolism",4,FSYKKLYZXJSNPZ-UHFFFAOYAL,CNCC(O)=O,1057,C00213,HMDB00271,1088,1516,107-97-1,LC/MS Pos Early
1024,pantothenate,1498.7,218.10339,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4192,GHOKWGTUZJEAQD-ZETCQYMHBS,O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO,6361,C00864,HMDB00210,6613,1508,137-08-6,LC/MS Neg
1025,pipecolate,1050,128.0717,Amino Acid,Lysine Metabolism,125,HXEACLLIILLPRG-UHFFFAOYAL,OC([C@H]1NCCCC1)=O,826,C00408,HMDB00070,849,1444,4043-87-2,LC/MS Neg
1026,phosphoethanolamine,700,142.02638,Lipid,Phospholipid Metabolism,2142,SUHOOTKUPISOBE-UHFFFAOYAT,NCCOP(O)(O)=O,990,C00346,HMDB00224,1015,1600,1071-23-4,LC/MS Pos Early
1052,glycerate,2070.4,105.01933,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1184,RBNPOMFGQQGHHO-UHFFFAOYAE,O=C(O)C(O)CO,732,C00258,HMDB00139,752,1572,600-19-1,LC/MS Polar
1053,3-ureidopropionate,2230,131.04621,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4102,JSJWCHRYRHKBBW-UHFFFAOYAH,OC(CCNC(N)=O)=O,109,C02642,HMDB00026,111,3155,462-88-4,LC/MS Polar
1082,N-acetylleucine,2400,172.09791,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",302,WXNXCEHXYPACJF-ZETCQYMHBF,O=C(O)[C@H](CC(C)C)NC(C)=O,64075,C02710,HMDB11756,70912,1587,1188-21-2,LC/MS Neg
1083,N-acetylmethionine,1787,190.05434,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",391,XUYPXLNMDZIRQH-LURJTMIEBN,O=C(O)[C@H](CCSC)NC(C)=O,395338,C02712,HMDB11745,448580,1589,65-82-7,LC/MS Neg
1084,N-acetylvaline,1704,158.08226,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",374,IHYJTAOFMMMOPX-LURJTMIEBI,O=C(O)[C@@H](NC(C)=O)C(C)C,60154,,HMDB11757,66789,1591,96-81-1,LC/MS Neg
1087,erucate (22:1n9),6355.6,337.3112,Lipid,Long Chain Monounsaturated Fatty Acid,1479,DPUOLQHDNGRHBS-UHFFFAOYAW,OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O,7924,C08316,HMDB02068,5281116,1552,112-86-7,LC/MS Neg
1090,"bilirubin (Z,Z)",1840,585.27076,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4262,BPYKTIZUTYGOLE-IFADSCNNBS,CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2,4444055,C00486,HMDB00054,5280352,43807,635-65-4,LC/MS Pos Late
1094,thyroxine,4808,775.67944,Amino Acid,Tyrosine Metabolism,233,XUIIKFGFIJCVMT-LBPRGKRZBS,OC1=C(I)C=C(OC2=C(I)C=C(C[C@H](N)C(O)=O)C=C2I)C=C1I,5614,C01829,HMDB01918,5819,2761,51-48-9,LC/MS Neg
1102,gamma-glutamyltyrosine,2518,311.12377,Peptide,Gamma-glutamyl Amino Acid,600,VVLXCWVSSLFQDS-QWRGUYRKBA,OC(C=C1)=CC=C1C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,85142,,HMDB11741,94340,2734,7432-23-7,LC/MS Pos Early
1105,alpha-tocopherol,2522,430.37818,Cofactors and Vitamins,Tocopherol Metabolism,4215,GVJHHUAWPYXKBD-IEOSBIPEBS,CC1=C2C(O[C@@](CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)C)(C)CC2)=C(C)C(C)=C1O,14265,C02477,HMDB01893,14985,1561,59-02-9;10191-41-0,LC/MS Pos Late
1110,N-acetylalanine,861,130.05096,Amino Acid,Alanine and Aspartate Metabolism,30,KTHDTJVBEPMMGL-VKHMYHEABO,O=C(O)[C@@H](NC(C)=O)C,79449,C02847,HMDB00766,88064,1585,97-69-8,LC/MS Neg
1111,vanillylmandelate (VMA),941,197.04555,Amino Acid,Tyrosine Metabolism,193,CGQCWMIAEPEHNQ-UHFFFAOYAY,OC(C(O)=O)C1=CC=C(O)C(OC)=C1,1207,C05584,HMDB00291,1245,1567,55-10-7,LC/MS Neg
1113,4-acetamidobutanoate,1350,146.08117,Amino Acid,Polyamine Metabolism,515,UZTFMUBKZQVKLK-UHFFFAOYAY,CC(NCCCC(O)=O)=O,17180,C02946,HMDB03681,18189,1558,3025-96-5,LC/MS Pos Early
1114,3-aminoisobutyrate,2190,104.07061,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4141,QCHPKSFMDHPSNR-UHFFFAOYAN,O=C(O)C(C)CN,58481,C05145,HMDB03911,64956,1566,10569-72-9;214139-20-5,LC/MS Pos Early
1124,citrate,582,191.01973,Energy,TCA Cycle,1374,KRKNYBCHXYNGOX-UHFFFAOYAM,OC(CC(CC(O)=O)(O)C(O)=O)=O,305,C00158,HMDB00094,311,1564,77-92-9,LC/MS Neg
1128,2-aminobutyrate,2059,104.07061,Amino Acid,Glutathione Metabolism,535,QWCKQJZIFLGMSD-GSVOUGTGBL,N[C@H](CC)C(O)=O,388757,C02261,HMDB00650,439691,42374,1492-24-6,LC/MS Pos Early
1134,urate,757.1,167.02106,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3996,LEHOTFFKMJEONL-UHFFFAOYAN,O=C1NC(NC(NC2=O)=O)=C2N1,,C00366,HMDB00289,1175,1604,69-93-2;120K5305,LC/MS Neg
1135,ursodeoxycholate,5055,391.28538,Lipid,Secondary Bile Acid Metabolism,3371,RUDATBOHQWOJDD-UZVSRGJWBC,O[C@@H]1[C@@]2([H])[C@]3([H])CC[C@@]([C@@H](CCC(O)=O)C)([H])[C@@]3(C)CC[C@]2([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C1,29131,C07880,HMDB00946,31401,1605,128-13-2,LC/MS Neg
1136,valerate (5:0),1718,101.0608,Lipid,Short Chain Fatty Acid,1420,NQPDZGIKBAWPEJ-UHFFFAOYAU,OC(CCCC)=O,7701,C00803,HMDB00892,7991,33443,109-52-4,LC/MS Neg
1137,oleoyl ethanolamide,6450,324.2908,Lipid,Endocannabinoid,2065,BOWVQLFMWHZBEF-KTKRTIGZBW,O=C(NCCO)CCCCCCC/C=C\CCCCCCCC,4446574,,HMDB02088,5283454,38102,11-58-0;111-58-0,LC/MS Neg
1140,gamma-glutamylglutamine,1430,276.11902,Peptide,Gamma-glutamyl Amino Acid,589,JBFYFLXEJFQWMU-WDSKDSINBP,O=C(N)CC[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,133013,C05283,HMDB11738,150914,2730,10148-81-9,LC/MS Pos Early
1141,4-hydroxyphenylpyruvate,1690,179.03498,Amino Acid,Tyrosine Metabolism,167,KKADPXVIOXHVKN-UHFFFAOYAH,OC1=CC=C(CC(C(O)=O)=O)C=C1,954,C01179,HMDB00707,979,1669,156-39-8,LC/MS Neg
1143,butyrate/isobutyrate (4:0),1062,87.04515,Lipid,Short Chain Fatty Acid,1419,FERIUCNNQQJTOY-UHFFFAOYAP,OC(CCC)=O,259,C00246,HMDB00039,264,40605,109-92-6,LC/MS Neg
1161,tigloylglycine,1926,158.08117,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",362,WRUSVQOKJIDBLP-HWKANZROBR,O=C(O)CNC(/C(C)=C/C)=O,4945715,,HMDB00959,6441567,1598,35842-45-6,LC/MS Pos Early
1162,N-acetylneuraminate,660,310.11326,Carbohydrate,Aminosugar Metabolism,1354,KBGAYAKRZNYFFG-BOHATCBPBL,OC1(C(O)=O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1,10292217,C00270,HMDB00230,439197,32377,131-48-6,LC/MS Pos Early
1215,N-acetylglucosaminylasparagine,1212,336.14015,Carbohydrate,Aminosugar Metabolism,1365,YTTRPBWEMMPYSW-VFFCQLMOBE,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](NC(CC(N)C(O)=O)=O)[C@@H]1NC(C)=O,21403014,C04540,HMDB00489,123826,48149,2776-93-4,LC/MS Pos Early
1221,creatine,763,130.0622,Amino Acid,Creatine Metabolism,483,CVSVTCORWBXHQV-UHFFFAOYAV,CN(C(N)=N)CC(O)=O,566,C00300,HMDB00064,586,27718,57-00-1,LC/MS Neg
1224,"cys-gly, oxidized",925,353.0595,Amino Acid,Glutathione Metabolism,533,KDJVKDYFFTWHBO-UHFFFAOYAK,O=C(NCC(O)=O)C(N)CSSCC(N)C(NCC(O)=O)=O,295316,,,333293,18368,7729-20-6,LC/MS Neg
1227,"2,3-diphosphoglycerate",555,264.952,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1172,XOHUEYCVLUUEJJ-UWTATZPHBL,O=C(O)[C@H](OP(O)(O)=O)COP(O)(O)=O,161681,C01159,HMDB01294,186004,15664,102783-53-9,LC/MS Neg
1230,estrone 3-sulfate,4417.3,349.11152,Lipid,Estrogenic Steroids,3302,JKKFKPJIXZFSSB-PNZZERNXBB,C[C@@](CC1)(C2=O)[C@](CC2)([H])[C@@](CC3)([H])[C@]1([H])C(C=C4)=C3C=C4OS(O)(=O)=O,16740220,C02538,HMDB01425,3001028,18474,438-67-5,LC/MS Neg
1231,dihomo-linoleate (20:2n6),5730,307.26425,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1502,XSXIVVZCUAHUJO-HZJYTTRNBM,O=C(O)CCCCCCCCC/C=C\C/C=C\CCCCC,4944228,C16525,HMDB05060,6439848,17805,2091-39-6,LC/MS Neg
1235,gamma-glutamylhistidine,2740,285.11935,Peptide,Gamma-glutamyl Amino Acid,591,PXVCMZCJAUJLJP-YUMQZZPRBD,O=C(O)[C@@H](N)CCC(N[C@@H](CC1=CNC=N1)C(O)=O)=O,5380197,,,7017195,18245,37460-15-4,LC/MS Pos Early
1239,2-hydroxystearate,5695,299.25917,Lipid,"Fatty Acid, Monohydroxy",1888,KIHBGTRZFAVZRV-UHFFFAOYAD,OC([C@H](O)CCCCCCCCCCCCCCCC)=O,62625,C03045,,69417,17945,629-22-1,LC/MS Neg
1242,N1-methyladenosine,2120,282.11969,Nucleotide,"Purine Metabolism, Adenine containing",4018,QQBGTSSELNKRID-IOSLPCCCBM,N=C1C2=C(N([C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3)C=N2)N=CN1C,4573813,C02494,HMDB03331,27476,15650,15763-06-1,LC/MS Pos Early
1254,glycerol,758,91.04007,Lipid,Glycerolipid Metabolism,2732,PEDCQBHIVMGVHV-UHFFFAOYAF,OC(CO)CO,733,C00116,HMDB00131,753,15122,56-81-5,LC/MS Neg
1256,choline,1961,104.10699,Lipid,Phospholipid Metabolism,2136,CRBHXDCYXIISFC-UHFFFAOYAW,[O-]CC[N+](C)(C)C,149278,C00114,HMDB00097,305,15506,67-48-1,LC/MS Pos Early
1258,anthranilate,2606,120.0444,Amino Acid,Tryptophan Metabolism,260,RWZYAGGXGHYGMB-UHFFFAOYAS,OC(C1=CC=CC=C1N)=O,222,C00108,HMDB01123,227,57746,118-92-3,LC/MS Pos Early
1268,gamma-glutamylleucine,1685,259.12994,Peptide,Gamma-glutamyl Amino Acid,593,MYFMARDICOWMQP-YUMQZZPRBM,CC(C)C[C@@H](C(O)=O)NC(CC[C@@H](C(O)=O)N)=O,133115,,HMDB11171,151023,18369,2566-39-4,LC/MS Neg
1342,3-methoxytyrosine,2555,212.09174,Amino Acid,Tyrosine Metabolism,195,PFDUUKDQEHURQC-ZETCQYMHBZ,COC1=C(O)C=CC(C[C@@H](C(O)=O)N)=C1,8948,,HMDB01434,1670,12017,300-48-1,LC/MS Pos Early
1382,fluoxetine,1025,310.14133,Xenobiotics,Drug - Psychoactive,5536,RTHCYVBBDHJXIQ-UHFFFAOYAV,FC(F)(F)C(C=C1)=CC=C1OC(C2=CC=CC=C2)CCNC,3269,D00326,,3386,44619,59333-67-4,LC/MS Pos Late
1383,4-acetamidophenol,1670,152.07061,Xenobiotics,"Drug - Analgesics, Anesthetics",5126,RZVAJINKPMORJF-UHFFFAOYAA,OC1=CC=C(NC(C)=O)C=C1,1906,C06804,HMDB01859,1983,12032,103-90-2,LC/MS Pos Early
1384,naproxen,4155,229.08702,Xenobiotics,"Drug - Analgesics, Anesthetics",5141,CMWTZPSULFXXJA-VIFPVBQEBN,COC1=CC=C2C(C=CC([C@H](C)C(O)=O)=C2)=C1,137720,C01517,HMDB01923,156391,12122,22204-53-1,LC/MS Neg
1388,topiramate,4021,338.09151,Xenobiotics,Drug - Neurological,5489,KJADKKWYZYXHBB-XBWDGYHZBQ,CC1(OC2COC3(OC(C)(OC3C2O1)C)COS(N)(=O)=O)C,4447672,C07502,HMDB05034,5284627,2772,97240-79-4,LC/MS Neg
1442,beta-hydroxyisovalerate,1027,117.05572,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",328,4000,CC(C)(O)CC(O)=O,62571,,HMDB00754,69362,12129,625-08-1,LC/MS Neg
1487,ibuprofen,4925,205.1234,Xenobiotics,"Drug - Analgesics, Anesthetics",5144,HEFNNWSXXWATRW-UHFFFAOYAB,CC(C1=CC=C(CC(C)C)C=C1)C(O)=O,3544,D00126,HMDB01925,3672,17799,15687-27-1,LC/MS Neg
1489,palmitoyl ethanolamide,6300,298.27515,Lipid,Endocannabinoid,2068,HXYVTAGFYLMHSO-UHFFFAOYAE,CCCCCCCCCCCCCCCC(NCCO)=O,4509,C16512,HMDB02100,4671,38165,544-31-0,LC/MS Neg
1518,N-palmitoyl-sphingosine (d18:1/16:0),2893,538.51937,Lipid,Ceramides,2905,YDNKGFDKKRUKPY-TURZORIXBD,OC[C@@H]([C@H](O)/C=C/CCCCCCCCCCCCC)NC(CCCCCCCCCCCCCCC)=O,4446677,,HMDB04949,5283564,44877,24696-26-2,LC/MS Pos Late
1526,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),2600,718.53813,Lipid,Phosphatidylethanolamine (PE),2306,FHQVHHIBKUMWTI-OTMQOFQLBI,CCCCCCCC\C=C/CCCCCCCC(O[C@](COC(CCCCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+]([H])([H])[H])=O)[H])=O,4446615,,HMDB05320,5283496,19263,26662-94-2,LC/MS Pos Late
1528,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),910,833.51845,Lipid,Phosphatidylinositol (PI),2433,BSNJSZUDOMPYIR-DMDPBSJXBZ,O=C(CCCCCCC/C=C\C/C=C\CCCCC)O[C@@H](COP(OC1C(O)C(O)C(O)C(O)C1O)(O)=O)COC(CCCCCCCCCCCCCCC)=O,21403024,,HMDB09784,,52450,,LC/MS Polar
1537,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),2160,758.56944,Lipid,Phosphatidylcholine (PC),2188,JLPULHDHAOZNQI-ZTIMHPMXBU,O=P([O-])(OC[C@@H](COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)OCC[N+](C)(C)C,4450224,,HMDB07973,5287971,42446,40811-94-7,LC/MS Pos Late
1538,stearoyl sphingomyelin (d18:1/18:0),2450,731.60615,Lipid,Sphingomyelins,2988,LKQLRGMMMAHREN-YJFXYUILBI,CCCCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,4956085,C00550,HMDB01348,6453725,19503,85187-10-6;85187-10-6,LC/MS Pos Late
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),2450,760.58509,Lipid,Phosphatidylcholine (PC),2185,WTJKGGKOPKCXLL-MRCUWXFGBH,O=C(CCCCCCC/C=C\CCCCCCCC)O[C@@H](COC(CCCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,4940699,,HMDB07972,6436017,52461,26853-31-6;26853-31-6,LC/MS Pos Late
1547,N-stearoyl-sphingosine (d18:1/18:0)*,3392,566.55067,Lipid,Ceramides,2909,VODZWWMEJITOND-NXCSZAMKBA,OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC,4446678,,HMDB04950,5283565,54979,104404-17-3,LC/MS Pos Late
1628,glycochenodeoxycholate,5236.1,448.30684,Lipid,Primary Bile Acid Metabolism,3330,GHCZAUBVMUEKKP-UHFFFAOYAS,O=C(NCC(O)=O)CC[C@@H](C)[C@@H]1[C@](CC[C@H]2[C@@]3([H])[C@H](O)C[C@@]4([H])C2(C)CC[C@@H](O)C4)(C)[C@]3([H])CC1,,C05466,HMDB00637,12544,32346,16564-43-5,LC/MS Neg
1629,taurochenodeoxycholate,5250,498.28948,Lipid,Primary Bile Acid Metabolism,3331,BHTRKEVKTKCXOH-BJLOMENOBE,C[C@@]12[C@@]([H])(CC[C@@]2([C@@H](CCC(NCCS(O)(=O)=O)=O)C)[H])[C@@]([C@@H](C[C@]3([H])C[C@H](O)CC4)O)([H])[C@]([C@]34C)([H])CC1,343282,C05465,HMDB00951,387316,18494,6009-98-9,LC/MS Neg
1648,taurocholate,5150,514.28439,Lipid,Primary Bile Acid Metabolism,3324,WBWWGRHZICKQGZ-HZAMXZRMBW,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@]([C@H](O)C[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,,C05122,HMDB00036,6675,18497,145-42-6,LC/MS Neg
1668,taurodeoxycholate,5257.4,498.28948,Lipid,Secondary Bile Acid Metabolism,3356,AWDRATDZQPNJFN-VAYUFCLWBR,C[C@@]12[C@@]([H])(CC[C@]2([H])[C@@H](CCC(NCCS(O)(=O)=O)=O)C)[C@@](CC[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@@]4([H])C[C@@H]1O,2015539,C05463,HMDB00896,2733768,12261,207737-97-1,LC/MS Neg
1869,2-hydroxyhippurate (salicylurate),2184,194.04588,Xenobiotics,Benzoate Metabolism,4316,ONJSZLXSECQROL-UHFFFAOYAK,O=C(C1=CC=CC=C1O)NCC(O)=O,9835,C07588,HMDB00840,10253,18281,487-54-7,LC/MS Neg
2028,metoprolol,3312,268.19072,Xenobiotics,Drug - Cardiovascular,5354,IUBSYMUCCVWXPE-UHFFFAOYAN,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,4027,D02358,HMDB01932,4171,18037,56392-17-7,LC/MS Pos Early
2029,azelate (C9-DC),2520,187.09758,Lipid,"Fatty Acid, Dicarboxylate",1610,BDJRBEYXGGNYIS-UHFFFAOYAK,O=C(O)CCCCCCCC(O)=O,2179,C08261,HMDB00784,2266,18362,123-99-9,LC/MS Polar
