name,Metabolite,method,superClass,mainClass,subClass,hmdbId,chebiId,pubChemId,smiles,inChI,inChIKey,CompoundHMDB,chemicalFormula,formulaAdduct(dontuse),LinkedCompounds,adduct,MZ,MZ source
TG 56:3,TG 56:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005410,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,,C59H108O6,[M],mxp0576-sc ,[M+NH4]+,930.8484154,Calculated
TG 56:4,TG 56:4,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005398,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,,,C59H106O6,[M],mxp0575-sc ,[M+NH4]+,928.8327654,Calculated
TG 56:5,TG 56:5,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005406,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,,C59H104O6,[M],mxp0574-sc ,[M+NH4]+,926.8171154,Calculated
TG 56:6,TG 56:6,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005456,CHEBI:90042,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C59H102O6/c1-4-7-10-13-16-19-22-25-28-29-32-34-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-35-31-27-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h16,19,25-28,30-32,34,40,43,56H,4-15,17-18,20-24,29,33,35-39,41-42,44-55H2,1-3H3/b19-16-,28-25-,30-26-,31-27-,34-32-,43-40-/t56-/m1/s1",,,C59H102O6,[M],mxp0573-sc ,[M+NH4]+,924.8014654,Calculated
TG 56:7,TG 56:7,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005462,,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,,C59H100O6,[M],mxp0572-sc ,[M+NH4]+,922.7858154,Calculated
TG 56:8,TG 56:8,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005392,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C59H98O6,[M],mxp0571-sc ,[M+NH4]+,920.7701654,Calculated
TG 56:9,TG 56:9,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005448,,,CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C59H96O6,[M],mxp0570-sc ,[M+NH4]+,918.7545154,Calculated
TG 58:10,TG 58:10,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005476,,,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H98O6,[M],mxp0581-sc ,[M+NH4]+,944.7701654,Calculated
TG 58:11,TG 58:11,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010531,,,[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H96O6,[M],mxp0580-sc ,[M+NH4]+,942.7545154,Calculated
TG 58:6,TG 58:6,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005458,,,CCCCCCCC\C=C/CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H106O6,[M],mxp1188-sc ,[M+NH4]+,952.8327654,Calculated
TG 58:7,TG 58:7,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005471,,,CCCCCCCC\C=C/CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H104O6,[M],mxp1189-sc ,[M+NH4]+,950.8171154,Calculated
TG 58:8,TG 58:8,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005413,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H102O6,[M],mxp1187-sc ,[M+NH4]+,948.8014654,Calculated
TG 58:9,TG 58:9,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005463,,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C61H100O6,[M],mxp0582-sc ,[M+NH4]+,946.7858154,Calculated
1-methylhistidine,1-Methylhistidine,HN,Organic acids,Amino acids and peptides,Amino acids,HMDB0000001,CHEBI:70958,92105,C[n]1cc(C[C@@H](N)C(O)=O)[n]c1 |&1:5|,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",BRMWTNUJHUMWMS-LURJTMIESA-N,,C7H11N3O2,[M],mxp0696 ,[M-H]-,168.0778506,Calculated
1-methylurate,1-Methyluric acid,HN,Nucleic acids,Purines,Xanthines,HMDB0003099,CHEBI:68441,69726,CN1C(=O)C2NC(=O)NC=2NC1=O,"InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)",QFDRTQONISXGJA-UHFFFAOYSA-N,,C6H6N4O3,[M],mxp1249 ,[M-H]-,181.0367146,Calculated
1-methylxanthine,1-Methylxanthine,HN,Nucleic acids,Purines,Xanthines,HMDB0010738,CHEBI:68444,80220,CN1C(=O)Nc2[n]c[nH]c2C1=O,"InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)",MVOYJPOZRLFTCP-UHFFFAOYSA-N,,C6H6N4O2,[M],mxp1220 ,[M-H]-,165.0417996,Calculated
2-aminoadipate,Aminoadipic acid,HN,Fatty Acyls,Fatty acids,Dicarboxylic acids,HMDB0000510,CHEBI:37023,,NC(CCCC(O)=O)C(O)=O,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/t4-/m0/s1",,,C6H11NO4,[M],mxp0004 ,[M-H]-,160.0615326,Calculated
2-aminobutyrate,2-Aminobutyric acid,HN,Fatty Acyls,Fatty acids,Amino FA,HMDB0000650,CHEBI:35619,,CC[C@@H](C(=O)O)N,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",,,C4H9NO2,[M],mxp1221 ,[M-H]-,102.0560526,Calculated
2-aminoheptanoate,2-Aminoheptanoic acid,HN,Fatty Acyls,Fatty acids,Amino FA,HMDB0094649,CHEBI:64304,227939,CCCCCC(N)C(O)=O,"InChI=1S/C7H15NO2/c1-2-3-4-5-6(8)7(9)10/h6H,2-5,8H2,1H3,(H,9,10)",RDFMDVXONNIGBC-UHFFFAOYSA-N,,C7H15NO2,[M],mxp1294 ,[M-H]-,144.1030026,Calculated
2-hydroxy-3-methylbutyrate/hydroxyisovalerate,2-Hydroxyvaleric and or 2-Hydroxyisovaleric acid,HN,Fatty Acyls,Fatty acids,Hydroxy FA,HMDB0000407,CHEBI:46415,853180,CC(C)[C@@H](O)C(O)=O |&1:3|,"InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)/t4-/m1/s1",NGEWQZIDQIYUNV-BYPYZUCNSA-N,,C5H10O3,[M],"mxp0769 ,mxp0828 ",[M-H]-,117.0557186,Calculated
2-hydroxy-3-methylpentanoate/hydroxyisocaproate,2-Hydroxycaproic and or 2-Hydroxyisocaproic acid,HN,Fatty Acyls,Fatty acids,Hydroxy FA,HMDB0000317,CHEBI:89228,10796774,"C[C@@H](CC)[C@H](O)C(O)=O |&1:1,4|","InChI=1S/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t4-,5-/m1/s1",RILPIWOPNGRASR-RFZPGFLSSA-N,,C6H12O3,[M],"mxp0757 ,mxp1451 ",[M-H]-,131.0713686,Calculated
2-hydroxyglutarate,2-Hydroxyglutaric acid,HN,Fatty Acyls,Fatty acids,Hydroxy FA,HMDB0000694,CHEBI:32796,439939,OC(=O)CC[C@@H](O)C(O)=O |&1:5|,"InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/t3-/m1/s1",HWXBTNAVRSUOJR-VKHMYHEASA-N,,C5H8O5,[M],mxp0108 ,[M-H]-,147.0298986,Calculated
3-methyladipate/pimelate,3-Methyladipic and or Pimelic acid,HN,Fatty Acyls,Fatty acids,Dicarboxylic acids,HMDB0000555,CHEBI:68503,6999745,C[C@@H](CC(O)=O)CCC(O)=O |&1:1|,"InChI=1S/C7H12O4/c1-5(4-7(10)11)2-3-6(8)9/h5H,2-4H2,1H3,(H,8,9)(H,10,11)",SYEOWUNSTUDKGM-YFKPBYRVSA-N,,C7H12O4,[M],"mxp0102 ,mxp0845 ",[M-H]-,159.0662836,Calculated
3-methylxanthine,3-Methylxanthine,HN,Nucleic acids,Purines,Xanthines,HMDB0001886,CHEBI:62207,70639,CN1c2[nH]c[n]c2C(=O)NC1=O,"InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)",GMSNIKWWOQHZGF-UHFFFAOYSA-N,,C6H6N4O2,[M],mxp0944 ,[M-H]-,165.0417996,Calculated
4-pyridoxate,4-Pyridoxic acid,HN,Organoheterocyclic compounds,Pyridines,Pyridinecarboxylic acids,HMDB0000017,CHEBI:17405,6723,Cc1[n]cc(CO)c(C(O)=O)c1O,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)",HXACOUQIXZGNBF-UHFFFAOYSA-N,,C8H9NO4,[M],mxp0009 ,[M-H]-,182.0458826,Calculated
7-methylxanthine,7-Methylxanthine,HN,Nucleic acids,Purines,Xanthines,HMDB0001991,CHEBI:48991,68374,C[n]1c[n]c2NC(=O)NC(=O)c12,"InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)",PFWLFWPASULGAN-UHFFFAOYSA-N,,C6H6N4O2,[M],mxp1265 ,[M-H]-,165.0417996,Calculated
aconitate,cis-Aconitic acid,HN,Organic acids,TCA acids,TCA acids,HMDB0000072,CHEBI:32805,643757,OC(=O)/C(/CC(O)=O)=C\C(O)=O,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-",GTZCVFVGUGFEME-IWQZZHSRSA-N,,C6H6O6,[M],mxp0011 ,[M-H]-,173.0091636,Calculated
adipate/methylglutarate,Adipic and or Methylglutaric acid,HN,Fatty Acyls,Fatty acids,Dicarboxylic acids,HMDB0000448,CHEBI:30832,196,OC(=O)CCCCC(O)=O,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",WNLRTRBMVRJNCN-UHFFFAOYSA-N,,C6H10O4,[M],"mxp0014 ,mxp0827 ",[M-H]-,145.0506336,Calculated
adonitol/arabitol,Ribitol,HN,Carbohydrates,Monosaccharides,Sugar alcohols,HMDB0000508,CHEBI:15963,6912,"O[C@@H]([C@@H](O)CO)[C@H](O)CO |&1:1,2,6|","InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-",HEBKCHPVOIAQTA-ZXFHETKHSA-N,,C5H12O5,[M],mxp0780 ,[M-H]-,151.0611986,Calculated
alpha-glycerophosphate,sn-Glycero-3-phosphate,HN,Organic acids,Organic phosphoric acids,Organic phosphoric acids,HMDB0000126,,439162,OC[C@@H](O)COP(O)(O)=O |&1:2|,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1",AWUCVROLDVIAJX-GSVOUGTGSA-N,,C3H9O6P,[M],mxp0008 ,[M-H]-,171.0064016,Calculated
alpha-hydroxybutyrate/beta-hydroxybutyrate/hydroxyisobutyrate,Hydroxybutyric and or Hydroxyisobutyric acid,HN,Fatty Acyls,Fatty acids,Hydroxy FA,HMDB0000008,CHEBI:50612,11266,CCC(O)C(O)=O,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1",AFENDNXGAFYKQO-UHFFFAOYSA-N,,C4H8O3,[M],"mxp0106 ,mxp0107 ",[M-H]-,103.0400686,Calculated
alpha-keto-beta-methylvalerate/alpha-ketoisocaproate,Ketocaproic and or Ketoisocaproic acid,HN,Organic acids,Keto acids,Short-chain keto acids,HMDB0000491,CHEBI:35932,47,CCC(C)C(=O)C(O)=O,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",JVQYSWDUAOAHFM-UHFFFAOYSA-N,,C6H10O3,[M],"mxp0778 ,mxp0813 ",[M-H]-,129.0557186,Calculated
alpha-ketoglutarate,Oxoglutaric acid,HN,Organic acids,TCA acids,TCA acids,HMDB0000208,CHEBI:30915,51,OC(=O)CCC(=O)C(O)=O,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N,,C5H6O5,[M],mxp0015 ,[M-H]-,145.0142486,Calculated
alpha-ketoisovalerate,Ketoisovaleric acid,HN,Fatty Acyls,Fatty acids,Branched FA,HMDB0000019,CHEBI:16530,49,CC(C)C(=O)C(O)=O,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)",QHKABHOOEWYVLI-UHFFFAOYSA-N,,C5H8O3,[M],mxp0699 ,[M-H]-,115.0400686,Calculated
AMP,AMP,HN,Nucleic acids,Purines,Purine rNMP,HMDB0000045,CHEBI:16027,6083,"Nc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O |&1:10,12,19,21|","InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N,,C10H14N5O7P,[M],mxp0016 ,[M-H]-,346.0558116,Calculated
anhydroDglucose/3-hydroxymethylglutarate,Glucosan,HN,Organoheterocyclic compounds,Oxepanes,Oxepanes,HMDB0000640,CHEBI:30997,2724705,"O[C@@H]1[C@H]2OC[C@H](O2)[C@H](O)[C@H]1O |&1:1,2,5,7,9|","InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1",TWNIBLMWSKIRAT-VFUOTHLCSA-N,,C6H10O5,[M],"mxp0801 ,mxp0760 ",[M-H]-,161.0455486,Calculated
aspartate,Aspartic acid,HN,Organic acids,Amino acids and peptides,Amino acids,HMDB0000191,CHEBI:17053,5960,N[C@@H](CC(O)=O)C(O)=O |&1:1|,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",CKLJMWTZIZZHCS-REOHCLBHSA-N,,C4H7NO4,[M],mxp0122 ,[M-H]-,132.0302326,Calculated
bilirubin,Bilirubin,HN,Organoheterocyclic compounds,Tetrapyrroles,Tetrapyrroles,HMDB0000054,CHEBI:16990,5280352,CC1=C(C=C)C(=O)N/C/1=C\c1[nH]c(Cc2[nH]c(/C=C3\NC(=O)C(C)=C\3C=C)c(C)c2CCC(O)=O)c(CCC(O)=O)c1C,"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b26-13-,27-14-",BPYKTIZUTYGOLE-IFADSCNNSA-N,,C33H36N4O6,[M+X],mxp0019 ,[M-H]-,-2,Calculated
chenodeoxycholate/deoxycholate,Deoxycholic acid,HN,Sterol Lipids,Bile acids,C24 bile acids,HMDB0000626,CHEBI:28834,222528,"C[C@@H](CCC(O)=O)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3C[C@@H](O)[C@]21C |&1:1,7,10,11,14,16,20,22,24,26|","InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-LLQZFEROSA-N,,C24H40O4,[M],mxp0092 ,[M-H]-,391.2853836,Calculated
citrate/isocitrate,Citric and or Isocitric acid,HN,Organic acids,TCA acids,TCA acids,HMDB0000094,CHEBI:30769,311,OC(=O)C(O)(CC(O)=O)CC(O)=O,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KRKNYBCHXYNGOX-UHFFFAOYSA-N,,C6H8O7,[M],"mxp0022 ,mxp0023 ",[M-H]-,191.0197286,Calculated
CMPF,3-Carboxy-4-methyl-5-propyl-2-furanpropanoic acid,HN,Fatty Acyls,Fatty acids,Heterocyclic FA,HMDB0061112,CHEBI:41254,123979,Cc1c(c(CCC(O)=O)oc1CCC)C(O)=O,"InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)",WMCQWXZMVIETAO-UHFFFAOYSA-N,,C12H16O5,[M],mxp1133 ,[M-H]-,239.0924986,Calculated
erythronate/threonate,Erythronic and or Threonic acid,HN,Carbohydrates,Monosaccharides,Sugar acids,HMDB0000613,CHEBI:37655,2781043,"OC[C@@H](O)[C@@H](O)C(O)=O |&1:2,4|","InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3-/m1/s1",JPIJQSOTBSSVTP-PWNYCUMCSA-N,,C4H8O5,[M],"mxp0793 ,mxp0859 ",[M-H]-,135.0298986,Calculated
fructose/glucose/galactose,Hexose,HN,Carbohydrates,Monosaccharides,Monosaccharides,HMDB0000122,CHEBI:4167,5793,"OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O |&1:2,6,8,10|","InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",WQZGKKKJIJFFOK-GASJEMHNSA-N,,C6H12O6,[M],"mxp0034 ,mxp0805 ,mxp0725 ",[M-H]-,179.0561136,Calculated
fumarate/maleate,Fumaric and or Maleic acid,HN,Organic acids,TCA acids,TCA acids,HMDB0000134,CHEBI:18012,444972,OC(=O)/C=C/C(O)=O,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N,,C4H4O4,[M],"mxp0036 ,mxp0732 ",[M-H]-,115.0036836,Calculated
glutamate,Glutamic acid,HN,Organic acids,Amino acids and peptides,Amino acids,HMDB0000148,CHEBI:16015,33032,N[C@@H](CCC(O)=O)C(O)=O |&1:1|,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,,C5H9NO4,[M],mxp0123 ,[M-H]-,146.0458826,Calculated
glycerate,Glyceric acid,HN,Carbohydrates,Monosaccharides,Sugar acids,HMDB0000139,CHEBI:33508,439194,OC[C@@H](O)C(O)=O |&1:2|,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)",RBNPOMFGQQGHHO-UWTATZPHSA-N,,C3H6O4,[M],mxp0723 ,[M-H]-,105.0193336,Calculated
glycocholate,Glycocholic acid,HN,Sterol Lipids,Bile acids,C24 bile acids,HMDB0000138,CHEBI:17687,10140,"C[C@@H](CCC(=O)NCC(O)=O)[C@@H]1CC[C@@H]2[C@@H]3[C@@H](C[C@@H](O)[C@]21C)[C@]1(C)CC[C@H](O)C[C@@H]1C[C@@H]3O |&1:1,11,14,15,16,18,20,22,26,29,31|","InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1",RFDAIACWWDREDC-FRVQLJSFSA-N,,C26H43NO6,[M],mxp0088 ,[M-H]-,464.3017626,Calculated
glycocholate-d4,Glycocholate-d4 [iSTD],HN,,main,,,,,,,,,C26D4H39NO6,[M],mxp0001 ,[M-H]-,468.3268706,Calculated
glycodeoxycholate/glycochenodeoxycholate,Glycocholic acid,HN,Sterol Lipids,Bile acids,C24 bile acids,HMDB0000631,CHEBI:27471,3035026,"C[C@@H](CCC(=O)NCC(O)=O)[C@@H]1CC[C@@H]2[C@H]3CC[C@H]4C[C@@H](O)CC[C@@]4(C)[C@@H]3C[C@@H](O)[C@]21C |&1:1,11,14,15,18,20,24,26,28,30|","InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16-,17-,18+,19-,20+,21+,22+,25+,26-/m1/s1",WVULKSPCQVQLCU-BUXLTGKBSA-N,,C26H43NO5,[M],"mxp0090 ,mxp0683 ",[M-H]-,448.3068476,Calculated
GMP,GMP,HN,Nucleic acids,Purines,Purine rNMP,HMDB0001397,CHEBI:17345,135398631,"NC1NC(=O)c2[n]c[n]([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)c2N=1 |&1:9,11,18,20|","InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1",RQFCJASXJCIDSX-UUOKFMHZSA-N,,C10H14N5O8P,[M],mxp0041 ,[M-H]-,362.0507266,Calculated
guanosine,Guanosine,HN,Nucleic acids,Purines,Purine ribonucleosides,HMDB0000133,CHEBI:16750,135398635,"NC1NC(=O)c2[n]c[n]([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2N=1 |&1:9,11,14,16|","InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",NYHBQMYGNKIUIF-UUOKFMHZSA-N,,C10H13N5O5,[M],mxp0043 ,[M-H]-,282.0843936,Calculated
hippurate,Hippuric acid,HN,Benzenoids,Benzamides,Hippuric acids,HMDB0000714,CHEBI:18089,464,OC(=O)CNC(=O)c1ccccc1,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",QIAFMBKCNZACKA-UHFFFAOYSA-N,,C9H9NO3,[M],mxp0044 ,[M-H]-,178.0509676,Calculated
hypoxanthine,Hypoxanthine,HN,Nucleic acids,Purines,Hypoxanthines,HMDB0000157,CHEBI:17368,135398638,O=C1NC=Nc2[n]c[nH]c21,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,,C5H4N4O,[M],mxp0048 ,[M-H]-,135.0312346,Calculated
indole-3-propionate,3-Indolepropionic acid,HN,Organoheterocyclic compounds,Indolyl carboxylic acids,Indolyl carboxylic acids,HMDB0002302,CHEBI:43580,3744,OC(=O)CCc1c[nH]c2ccccc12,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)",GOLXRNDWAUTYKT-UHFFFAOYSA-N,,C11H11NO2,[M],mxp0098 ,[M-H]-,188.0717026,Calculated
indolelactate,Indolelactic acid,HN,Organoheterocyclic compounds,Indolyl carboxylic acids,Indolyl carboxylic acids,HMDB0000671,CHEBI:24813,676158,OC(=O)[C@@H](O)Cc1c[nH]c2ccccc21 |&1:3|,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",XGILAAMKEQUXLS-SNVBAGLBSA-N,,C11H11NO3,[M],mxp0096 ,[M-H]-,204.0666176,Calculated
indoxylsulfate,Indoxyl sulfate,HN,Organoheterocyclic compounds,Indoles,Indoles,HMDB0000682,CHEBI:43355,10258,OS(=O)(=O)Oc1c[nH]c2ccccc12,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",BXFFHSIDQOFMLE-UHFFFAOYSA-N,,C8H7NO4S,[M],mxp0097 ,[M-H]-,212.0023046,Calculated
